Al Amal Station_Urban Station_RCRC AIR Quality Monitoring Network.,,,,,,,,,,,,,,,,,,,
Dates ,ADA_08 - 08_AP mbar      ,ADA_08 - 08_AT degreC    ,ADA_08 - 08_BENZ ppb       ,ADA_08 - 08_CO ppm       ,ADA_08 - 08_EBEN ppb       ,ADA_08 - 08_MPXY ppb       ,ADA_08 - 08_NO ppb       ,ADA_08 - 08_NO2 ppb       ,ADA_08 - 08_NOX ppb       ,ADA_08 - 08_03 ppb       ,ADA_08 - 08_OXYL ppb       ,ADA_08 - 08_PM10 ug/m3     ,ADA_08 - 08_PM25 ug/m3     ,ADA_08 - 08_RH %         ,ADA_08 - 08_SO2 ppb       ,ADA_08 - 08_SR W/m2      ,ADA_08 - 08_TOLU ppb       ,ADA_08 - 08_WD degre     ,ADA_08 - 08_WS m/s       
21/10/2024 14:00,976.4,33.8,1.7,0.28,1.28,3.06,1.6,15,16.6,75.34,1.16,119.2,31.8,24.65,-1.2,739.2,5.19,91.1,0.95
21/10/2024 15:00,976.1,34.19,1.54,0.33,1.07,2.65,1.6,14.6,16.1,70.83,0.97,112.7,43.9,22.69,-1.3,580.5,4.7,99.5,0.67
21/10/2024 16:00,976,34.08,1.63,0.41,1.16,3.05,1.4,17.5,19,67.72,1.09,101.6,38,23.12,-1.4,359.4,4.63,79.7,0.93
21/10/2024 17:00,976.1,33.11,1.82,0.48,1.33,3.46,1.2,24.7,25.9,53.94,1.21,90.7,38.6,24.29,-1.1,125.9,5.25,74.8,1.04
21/10/2024 18:00,976.4,32.11,2.6,0.54,1.47,4.53,0.9,30.5,31.4,40.69,1.57,77.8,40.3,25.12,-1.2,4.4,7.14,60.8,1.15
21/10/2024 19:00,977,30.66,2.43,0.45,0.69,2.39,1,21.2,22.2,44.53,0.82,96.6,45.8,27.39,-0.6,0,5.33,55,1.47
21/10/2024 20:00,977.5,29.22,1.82,0.42,0.47,1.56,1,16.4,17.4,46.96,0.55,130.3,41.9,25.72,1.6,0,3.94,55.8,1.78
21/10/2024 21:00,977.8,27.55,1.97,0.3,0.39,1.31,1.8,18.3,20,37.71,0.47,180.7,35.5,14.37,6.3,0,4.01,58.6,1.46
21/10/2024 22:00,977.9,26.32,1.6,0.27,0.34,1.09,1.5,16.9,18.3,36.7,0.4,251.9,36.4,12.47,5.8,0,3.39,55,1.24
21/10/2024 23:00,977.7,25.51,1.35,0.27,0.33,1.03,1.2,16.9,18.1,36.9,0.35,217.7,37.5,12.01,4.4,0,2.84,54.7,1.01
21/10/2024 24:00,977.6,24.69,1.84,0.32,0.5,1.61,1.2,26,27.3,27.9,0.55,191.5,39.8,12.27,4.6,0,4.31,84.2,0.71
22/10/2024 01:00,977.3,24.25,1.49,0.3,1.19,3.85,2.3,37.1,39.4,18.56,1.18,185.2,34.7,12.26,5.8,0,5.15,83.7,0.61
22/10/2024 02:00,976.9,24.04,2.16,0.32,2.39,7.12,14.4,55.3,69.8,4.25,2.59,165.8,35.8,13.08,5.3,0,7.21,76.9,0.68
22/10/2024 03:00,977.2,23.19,2.17,0.27,3.07,8.66,10.4,36.8,47.2,20.07,3.25,167,34.2,15.97,4,0,8.32,71.9,0.55
22/10/2024 04:00,977.2,23.15,0.97,0.22,0.84,2.45,0.6,13,13.5,40.38,0.8,185.2,45,20.14,5.5,0,3.51,94.4,1.11
22/10/2024 05:00,977.4,22.38,0.93,0.22,0.77,2.3,0.9,20.9,21.7,32.68,0.79,173.4,43.6,23.41,5.2,0,2.8,73.1,0.69
22/10/2024 06:00,977.7,21.98,1.04,0.33,0.7,2.08,2.8,35.9,38.7,15.93,0.73,164.9,47.7,23.97,5.7,0.3,2.16,75.8,0.79
22/10/2024 07:00,978.1,21.64,2.46,0.46,0.69,2.3,6.7,34.5,41.2,15.2,0.85,177.4,37.9,24.14,8.1,33.4,5.83,61.7,0.88
22/10/2024 08:00,978.5,22.34,2.75,0.46,0.78,2.45,8.5,29.7,38.2,19.59,0.94,188.5,45.3,20.94,10.9,100.6,6.43,62.8,1.11
22/10/2024 09:00,978.6,23.55,2.05,0.39,0.52,1.62,7.4,24.4,31.8,26.21,0.59,166,39.1,20.73,9.5,152.3,4.49,60.3,1.23
22/10/2024 10:00,978.5,25.68,1.89,0.35,0.65,1.93,7.1,24.2,31.3,33.39,0.68,178.1,43.6,20.05,7.5,330.9,4.47,79.5,1.06
22/10/2024 11:00,978.1,27.45,1.83,0.38,1.3,3.77,5.9,23.8,29.7,42.44,1.24,174.9,42.2,21.64,6.5,761.6,5.56,94.2,0.89
22/10/2024 12:00,977.4,28.95,2.44,0.44,2.33,6.33,5.3,24,29.3,51.48,2.31,169.9,40.9,23.8,5.4,879.9,8.58,108.3,0.99
22/10/2024 13:00,976.7,30.17,2.28,0.42,1.71,4.63,4,21.1,25.1,59.66,1.68,166.4,39.3,24.42,3.1,697.9,7.14,123.4,1.2
22/10/2024 14:00,976,30.94,2.29,0.37,0.95,2.5,2.4,15.3,17.6,64.05,0.92,167.1,37.5,23.08,1.2,752.5,5.47,113.6,1.32
22/10/2024 15:00,975.7,31.48,1.91,0.36,0.65,1.96,1.9,11.8,13.7,60.58,0.69,180.4,42.5,22.24,1.1,578.4,4.34,121.8,1.53
22/10/2024 16:00,975.5,31.42,1.89,0.37,0.7,2.2,1.9,14,15.9,62.12,0.76,144.3,44.3,20.48,1.4,356.1,4.58,127.8,1.66
22/10/2024 17:00,975.6,30.76,2.16,0.43,0.63,1.93,1.9,22.6,24.6,51.46,0.69,162.4,36.8,21.47,1.1,115.6,4.74,133.5,1.67
22/10/2024 18:00,975.7,30.11,2.83,0.49,0.86,2.78,1.8,28.3,30.1,40.46,0.99,177.7,31.6,23.62,0.8,3.7,6.31,124,1.39
22/10/2024 19:00,975.6,29.95,3.31,0.63,1.18,3.8,3.1,36.1,39.2,28.7,1.36,185.4,32,24.32,2.2,0,8.21,138,1.7
22/10/2024 20:00,975.6,29.65,4.3,0.72,1.62,4.96,4,38.2,42.1,19.33,1.83,174.7,43.1,25.01,5.4,0,9.8,133.1,1.47
22/10/2024 21:00,975.8,29.23,4.61,0.73,1.99,5.93,5.8,37.3,43.1,14.41,2.02,172.7,41.5,25.17,5.3,0,10.88,121,1.15
22/10/2024 22:00,975.8,28.56,3.51,0.54,1.69,5.31,4,30.5,34.5,18.1,1.96,168.2,39.1,26.17,4.8,0,10.78,140.4,1.59
22/10/2024 23:00,975.7,28.01,4.22,0.47,1.29,3.98,3.6,26.7,30.2,22.31,1.4,164.7,36.9,27.95,4.2,0,15.18,140,1.7
22/10/2024 24:00,975.6,27.76,2.47,0.34,0.86,2.83,1.8,20,21.8,29.83,1.02,159.3,37.9,28.87,4,0,8.55,149,1.86
23/10/2024 01:00,975.5,27.44,1.71,0.27,0.56,1.73,0.9,16.3,17.2,34.5,0.61,156.2,45.2,29.82,1,0,4.38,143.5,1.37
23/10/2024 02:00,975.6,26.88,2.01,0.28,0.49,1.43,0.6,15.8,16.5,33.83,0.51,136.9,39.7,31.15,0.3,0,3.56,110.5,0.79
23/10/2024 03:00,975.7,25.94,1.9,0.3,2.88,6.09,4,41.8,45.7,11.62,2.1,162.8,42.9,33.66,-1.5,0,4.4,76.7,1.03
23/10/2024 04:00,975.8,25.12,2.15,0.38,4.37,10.32,4,39.2,43.2,8.78,4.21,161.5,46.3,36.46,-1.9,0,5.23,76.4,0.75
23/10/2024 05:00,976.1,24.48,1.66,0.32,4.34,10.54,18.5,45.1,63.6,3.31,4.53,169.6,47.2,38.48,-1.9,0,4.81,73.7,0.61
23/10/2024 06:00,976.6,23.5,1.62,0.44,1.27,3.64,4.8,34.2,38.9,11.24,1.35,163.2,52.9,44.71,-2.2,0.3,3.75,72.5,1.01
23/10/2024 07:00,977.2,22.66,2.17,0.54,1.87,5.52,5.8,32.4,38.2,11.1,2.02,80.8,48.9,54.6,-2.3,34.7,5.01,78.3,1.06
23/10/2024 08:00,977.7,22.8,2.2,0.53,1.68,4.97,6.9,29,35.9,16.08,1.76,109.2,43,57.63,-0.9,90.6,5.4,86.9,1.04
23/10/2024 09:00,978.2,24.54,2.8,0.45,2.1,6.25,8.2,28.2,36.3,20.38,2.18,112.4,38.4,50.92,-0.6,172.9,7.96,94.2,0.89
23/10/2024 10:00,978.1,27.28,2.89,0.44,2.24,6.67,8.3,24,32.3,28.29,2.43,142.3,41.1,38.72,-0.3,321.6,9.5,127.9,1.39
23/10/2024 11:00,977.4,29.25,2.33,0.41,0.99,3.04,4.7,15.4,20.1,38,1.04,135,41.5,33.54,0,753.8,5.14,134,1.51
23/10/2024 12:00,976.6,31.08,1.92,0.46,0.69,2.12,4.4,15.7,20.2,42.15,0.76,123.4,37.1,29.94,0.1,859.3,5.15,139.3,1.46
23/10/2024 13:00,975.7,32.81,2.05,0.46,0.7,2.36,5.1,14,19.1,36.85,0.88,151,30,27.27,-0.2,673.7,5.42,129.5,1.44
23/10/2024 14:00,975.1,34.03,1.58,0.34,0.76,2.34,3.9,10.5,14.4,33.81,0.81,144.9,26.9,25.3,-2,737.9,5.06,135.2,1.65
23/10/2024 15:00,974.6,34.8,1.38,0.33,0.54,1.79,3.7,9.5,13.2,33.58,0.68,150.3,27.2,22.9,-1.9,562.7,4.76,138.1,1.71
23/10/2024 16:00,974.6,34.87,1.33,0.42,0.53,1.65,4.6,14.1,18.8,28.2,0.6,111.7,24.2,21.25,-1.8,299.9,4.4,145.6,1.07
23/10/2024 17:00,974.8,34.86,2.68,0.54,1.44,4.57,8.6,24.2,32.9,16.3,1.65,90.9,28.1,16.62,-1.6,94.5,10.15,232.1,1.25
23/10/2024 18:00,974.9,33.69,3.38,0.7,3.57,10.53,12.8,32.9,45.7,7.6,4.11,90.6,23.1,19.33,-1.5,3.8,19.44,165,0.54
23/10/2024 19:00,975.2,32.82,4.57,0.86,2.54,8.08,25.5,38.6,64.1,4.63,3.05,70.7,23.4,23.6,-1.2,0,14.16,105.9,0.89
23/10/2024 20:00,975.5,32.26,6.38,1.13,7.25,18.69,61.1,43.9,105,2.14,6.2,97.9,26,22.87,1.1,0,26.66,90.4,0.68
23/10/2024 21:00,976.2,30.07,5.86,0.58,7.59,19.84,22.4,24,46.5,22.59,7.84,137.9,30.1,32.48,1.6,1.2,25.29,48.3,1.75
23/10/2024 22:00,977,26.56,1.36,0.35,0.47,1.73,1.6,14.6,16.2,37.57,0.58,488.1,44.8,42.93,-0.5,0.2,2.74,48.3,1.94
23/10/2024 23:00,977.6,24.56,1.39,0.3,0.31,1,1.5,11.9,13.4,45.27,0.35,681.8,57.4,40.83,0.1,0,2.19,50.6,1.72
23/10/2024 24:00,977.7,23.33,1.27,0.25,0.26,0.82,1,7.2,8.2,49.14,0.29,700.5,66.8,37.95,1,0,2.11,51.1,1.78
24/10/2024 01:00,977.7,22.67,0.99,0.31,0.19,0.58,0.8,9.3,10.1,47.27,0.22,537.1,62.9,40.08,2.3,0,1.48,46.5,1.21
24/10/2024 02:00,977.9,22.08,1.05,0.3,0.18,0.54,0.9,11.6,12.5,42.44,0.2,437.2,67.8,43.03,2,0,1.37,43.8,1.28
24/10/2024 03:00,978,21.64,0.96,0.28,0.15,0.45,0.8,16.4,17.1,32.96,0.17,315.1,65.1,45.22,-0.3,0,1.19,45.2,1.12
24/10/2024 04:00,978,21.23,1.01,0.4,0.13,0.35,0.7,9,9.7,39.09,0.14,229.4,61,44.17,-0.6,0,1,41.5,1.21
24/10/2024 05:00,978.1,20.96,0.92,0.41,0.12,0.34,0.8,10.7,11.5,37.47,0.14,235.1,39.7,42.19,-0.1,0,1.06,49,1.01
24/10/2024 06:00,978.6,20.82,0.99,0.43,0.15,0.42,1.7,19,20.7,29.75,0.16,205.8,28,37.82,0.1,0.6,1.3,43.7,1.03
24/10/2024 07:00,978.9,20.63,1.4,0.5,0.29,0.92,5.3,32.3,37.6,19.13,0.34,179.5,33.1,40.15,1.5,42,2.62,52.1,1.08
24/10/2024 08:00,979.3,21.4,2.25,0.52,0.5,1.69,6.5,29.8,36.4,21.46,0.61,160.9,25.4,43.9,3.9,153.1,4.49,49.4,0.91
24/10/2024 09:00,979.6,22.85,2.14,0.4,0.45,1.49,3.9,18.6,22.4,31.69,0.55,140,28,43.77,3.4,298,4.03,58.2,1.08
24/10/2024 10:00,979.9,23.72,1.62,0.41,0.41,1.19,3.5,16.8,20.3,33.3,0.43,132,39.6,43.25,2.3,351.6,2.97,50.1,0.95
24/10/2024 11:00,979.5,25.78,1.44,0.39,0.49,1.37,3.1,13.1,16.2,41.89,0.46,143.3,28.8,39.17,2.1,756.1,3.09,59,0.92
24/10/2024 12:00,978.8,27,1.77,0.37,0.47,1.33,3.1,15.4,18.4,45.12,0.52,139.9,31.2,39.2,1.3,623.9,4.66,60.7,0.93
24/10/2024 13:00,978,28.11,1.44,0.39,0.77,1.98,2.9,14.7,17.6,42.69,0.73,118.5,33.1,38.23,0.4,536.2,3.55,72.7,0.96
24/10/2024 14:00,977.5,29.25,1.54,0.38,0.99,2.56,2.7,15,17.7,43.44,0.94,128.4,23.2,35.31,-0.7,569.5,4.23,94,0.8
24/10/2024 15:00,977,30.23,1.42,0.43,0.97,2.75,3.1,16,19,41.91,1.03,106.2,28.4,32.63,-1,523.7,4.56,95.5,0.85
24/10/2024 16:00,976.8,29.97,1.6,0.54,1.46,4.07,2.8,19.2,21.9,35.79,1.43,93.1,20.4,32.78,-0.7,278,5.65,90.5,1.19
24/10/2024 17:00,976.9,29.49,1.97,0.59,2.13,6.34,2.8,24.5,27.3,25.59,2.25,78.1,29.3,34.34,-0.9,56,7.69,85.8,1.11
24/10/2024 18:00,977.2,27.91,2.29,0.6,1.34,4.41,1.6,21.5,23.1,35.73,1.56,124.2,30.3,34.58,-0.5,2.3,6.4,59.7,1.72
24/10/2024 19:00,977.9,26.18,2.05,0.54,0.63,2.14,1.4,18.7,20.1,39.33,0.75,152.8,28.1,36.64,-0.2,0,4.85,54,1.62
24/10/2024 20:00,978.7,24.21,1.81,0.54,0.49,1.57,3.7,29.1,32.8,23.39,0.54,146.3,28.3,34.2,1.4,0,3.7,40.5,1.3
24/10/2024 21:00,979.5,22.44,2.1,0.43,0.49,1.52,4,26.6,30.7,26.23,0.53,245.1,36.9,37.07,3.5,0.1,3.86,36.2,1.06
24/10/2024 22:00,980,21.6,2.19,0.46,0.53,1.68,2.9,19.2,22.1,37.18,0.61,329.9,35.5,30.63,5.4,0,4.25,26.4,1.04
24/10/2024 23:00,979.9,20.98,1.68,0.33,0.34,1.06,2,16.8,18.9,38.89,0.41,323.1,38.1,28.11,5.6,0,2.92,28.6,1.07
24/10/2024 24:00,979.9,20.25,1.49,0.31,0.35,1.03,1.7,16.8,18.5,35.36,0.38,287.1,45.2,24.73,6.9,0,2.74,36.2,1.23
25/10/2024 01:00,979.9,19.99,1.53,0.34,0.32,0.85,1.5,15.4,16.9,36.39,0.33,228.3,34.1,21.4,6.9,0,2.58,35.4,1.25
25/10/2024 02:00,979.9,19.52,1.14,0.32,0.22,0.55,1,9.6,10.6,40.73,0.22,187.2,29.9,20.1,5.4,0,1.66,40.4,1.17
25/10/2024 03:00,979.9,19.04,0.93,0.33,0.16,0.35,0.6,7.3,7.9,43.81,0.15,164.4,33.1,19.95,4,0,1.15,41.4,1.22
25/10/2024 04:00,980.2,18.9,0.9,0.42,0.13,0.31,0.6,7,7.6,43.48,0.13,147.2,23.6,19.36,3.3,0,1.07,35.4,1.13
25/10/2024 05:00,980.6,18.94,0.82,0.33,0.12,0.28,1,7.3,8.3,42.41,0.12,132.8,27.9,18.22,2.7,0.1,1,30.5,0.88
25/10/2024 06:00,981.3,18.93,0.73,0.3,0.1,0.25,0.9,8.4,9.3,41.81,0.1,131.6,26.4,18.41,2.9,0.4,0.86,19.9,0.96
25/10/2024 07:00,981.7,18.77,0.82,0.34,0.1,0.26,0.9,7,7.9,45.34,0.11,124.6,19.6,18.6,3.7,18,0.95,34.8,1.03
25/10/2024 08:00,982.1,18.89,0.8,0.39,0.1,0.26,1.5,6.9,8.4,45.57,0.11,124.1,19.9,18.52,5.6,80.4,0.89,30.3,1.09
25/10/2024 09:00,982.3,19.47,0.85,0.38,0.14,0.35,1.4,6.9,8.3,46.08,0.14,124,32.2,20,5.1,210.9,1,43.1,1.22
25/10/2024 10:00,982.4,20.42,0.83,0.32,0.13,0.37,1.8,8.4,10.2,45.97,0.16,128.1,25.6,18.03,4.1,258.9,1.07,51.4,1.23
25/10/2024 11:00,981.9,22.07,0.91,0.34,0.16,0.42,3.8,16.7,20.5,38.54,0.16,196.4,27.5,17.54,6.7,435.1,1.27,40.8,1.03
25/10/2024 12:00,981.3,23.51,0.98,0.36,0.2,0.54,4.9,17.6,22.4,38.58,0.21,175.7,32.8,17.44,8.4,686.9,1.39,34.9,1.03
25/10/2024 13:00,980.6,24.49,1.04,0.37,0.18,0.49,3.5,11.7,15.2,48.2,0.19,147.3,23.3,15.55,5.3,624.3,1.42,30.7,1.15
25/10/2024 14:00,980.1,24.86,1.19,0.44,0.19,0.48,2.9,12.8,15.7,52.66,0.19,162.1,26.9,17.68,3.5,721.4,1.71,45.5,1.2
25/10/2024 15:00,979.7,25.25,1.24,0.42,0.2,0.56,3.1,15.7,18.7,52.92,0.21,127.8,29,21.76,2.6,575.4,1.79,38.8,0.92
25/10/2024 16:00,979.7,24.89,1.27,0.51,0.22,0.63,2.4,15.5,18,52.03,0.24,130.4,25.2,26.42,1.2,356.4,1.91,50.6,1.24
25/10/2024 17:00,979.5,24.57,1.69,0.53,0.35,1.08,3.2,27.5,30.7,37.25,0.4,98.1,26.3,27.99,1.9,113.5,3.13,50.9,1.11
25/10/2024 18:00,979.5,23.69,1.96,0.53,0.4,1.31,1.3,19.5,20.9,41.36,0.47,102.5,22.6,29.48,3.2,3.2,3.8,61.9,1.14
25/10/2024 19:00,979.6,23,1.99,0.48,0.43,1.43,1.2,16.9,18.2,42.79,0.51,99.9,18.2,29.24,4.6,0,4.11,61.5,1.28
25/10/2024 20:00,980.2,22.4,1.82,0.5,0.35,1.14,1.1,17.9,19,43.46,0.4,120.7,16.3,28.9,5,0,3.68,59.6,1.11
25/10/2024 21:00,980.6,21.82,1.88,0.5,0.38,1.28,1.8,18.6,20.5,41.62,0.44,108.7,17.4,28.17,4.2,0,3.92,58.7,0.93
25/10/2024 22:00,980.7,21.14,1.9,0.45,0.45,1.47,0.9,18.2,19.1,40.62,0.53,97.9,17.3,25.97,4,0,3.95,58.9,0.97
25/10/2024 23:00,980.9,20.35,1.79,0.42,0.35,1.14,0.9,18,19,40.53,0.4,101.6,16.2,26.07,4,0,3.59,55.7,0.89
25/10/2024 24:00,980.9,19.75,1.76,0.43,0.34,1.09,1.1,18.7,19.8,36.65,0.39,85.9,15.9,24.88,4.1,0,3.4,62,0.76
26/10/2024 01:00,980.8,19.58,1.78,0.27,0.33,1.09,0.7,16.1,16.8,36.88,0.41,87,14.3,19.93,4.5,0,3.42,53.2,0.91
26/10/2024 02:00,980.7,19.19,1.49,0.34,0.33,1.07,0.6,22.6,23.2,28.61,0.39,65.7,15.8,19.65,5,0,2.82,32,0.55
26/10/2024 03:00,980.7,18.88,1.2,0.31,0.23,0.7,1,21.9,22.9,30.22,0.26,52.6,20.2,20.18,5,0,2.04,38.2,0.68
26/10/2024 04:00,980.7,18.21,1.06,0.29,0.18,0.54,1.1,17.4,18.5,31.67,0.2,54.4,15.3,21.76,3.7,0,1.68,24.4,0.42
26/10/2024 05:00,980.9,17.98,1.01,0.31,0.17,0.48,0.7,14.8,15.5,33.01,0.19,58.6,16.1,21.6,2.7,0,1.49,32.5,0.67
26/10/2024 06:00,981.3,18.1,0.96,0.34,0.17,0.51,2.6,32.3,34.9,18.25,0.19,71,18.5,21.74,6.3,0.4,1.5,35.5,0.63
26/10/2024 07:00,981.6,18.22,1.34,0.37,0.28,0.9,9.1,45.5,54.6,9.98,0.33,66.9,16.1,23.53,15.5,39.9,2.45,41.7,0.7
26/10/2024 08:00,982,19.19,1.63,0.42,0.35,1.09,17.8,44.7,62.6,12.75,0.41,72.6,19.4,22.62,20.3,113.8,3.08,42.4,0.75
26/10/2024 09:00,982.3,20.6,1.56,0.37,0.38,1.13,7.6,29.5,37.1,29.74,0.41,82.1,21.9,20.09,14.5,165.6,3.05,49.7,1.19
26/10/2024 10:00,982.2,22.29,1.35,0.34,0.35,0.95,10.3,32,42.3,26.57,0.34,88,30.9,19.29,14.5,340,2.37,48.9,0.94
26/10/2024 11:00,981.7,24.36,1.4,0.34,0.39,1.08,7.3,23.9,31.2,34.27,0.39,94.1,22,18.55,11.9,767.1,2.71,49.8,0.96
26/10/2024 12:00,980.9,25.63,1.2,0.34,0.28,0.76,3.9,13.7,17.7,48,0.29,101.6,19.6,18.6,7.4,787.7,2.15,56.8,1.11
26/10/2024 13:00,980.1,27.19,2.49,0.32,0.55,1.56,3,11.7,14.8,51.33,0.52,84.6,23.7,20.71,3,652.9,6.47,76,1.07
26/10/2024 14:00,979.5,28.23,1.6,0.3,0.5,1.3,2.5,9.2,11.7,50.92,0.46,83.2,24.1,20.9,1,758.7,3.89,60.5,1.03
26/10/2024 15:00,979.4,28.26,1,0.28,0.3,0.8,2.2,9.8,12,52.03,0.3,53.2,20.2,21.34,0.7,577.9,2.13,85.2,1.11
26/10/2024 16:00,979.3,28.08,0.93,0.31,0.38,1.02,1.9,12.7,14.6,50,0.37,86.6,20.5,20.69,0.9,335.5,2.25,68.5,0.99
26/10/2024 17:00,979.5,27.34,1.33,0.35,0.57,1.63,1.6,17.8,19.4,48.55,0.59,62.2,19.1,20.54,0.6,130.4,3.77,69.6,1.09
26/10/2024 18:00,979.6,26.35,1.85,0.42,0.45,1.49,1.7,25.1,26.8,39.21,0.53,67.2,25.9,24.34,0.6,2.8,4.28,65.8,1.48
26/10/2024 19:00,980.1,25.37,2.03,0.42,0.49,1.67,1.8,19.7,21.6,40.43,0.59,92.2,19,28.64,1,0,4.63,59.3,1.53
26/10/2024 20:00,980.7,24.48,1.81,0.4,0.48,1.61,1.1,15.2,16.3,40.03,0.57,103.9,16.9,32.06,2.4,0,4.28,53.6,1.85
26/10/2024 21:00,980.8,23.17,1.51,0.38,0.35,1.17,1.8,13.2,14.9,38.05,0.42,122.9,19.7,38.53,2,0,2.89,51.7,1.71
26/10/2024 22:00,981,22.5,1.28,0.34,0.28,0.9,1.3,12.2,13.6,45.57,0.31,79.2,14.2,35.81,2.2,0,2.66,52,1.52
26/10/2024 23:00,980.9,21.56,1.14,0.34,0.25,0.79,1.3,11.6,12.9,45.21,0.29,69.2,15.1,37.74,2.4,0,2.3,55,1.46
26/10/2024 24:00,980.8,20.95,1.08,0.28,0.22,0.71,1,10.8,11.8,42.6,0.26,57.6,17,39.58,2.1,0,2.08,51.7,0.97
27/10/2024 01:00,980.8,20.61,1.07,0.2,0.24,0.73,0.8,10.9,11.7,48.56,0.25,43.5,12.8,39.04,1.4,0,2.09,53.7,0.81
27/10/2024 02:00,980.8,20.42,0.89,0.2,0.23,0.69,0.6,9.1,9.7,46.89,0.25,35.5,15.7,39.23,1.4,0,1.5,45.5,0.66
27/10/2024 03:00,980.7,20.44,0.87,0.24,0.21,0.59,0.6,15.1,15.7,38.49,0.22,36.9,11,39.06,-0.3,0,1.55,53.5,0.74
27/10/2024 04:00,981,20.05,0.91,0.24,0.17,0.5,0.6,18,18.5,30.95,0.19,53.7,12.6,41.52,-0.3,0.1,1.56,4,0.72
27/10/2024 05:00,981.3,18.69,0.75,0.21,0.16,0.44,0.9,13.7,14.6,31.99,0.16,92.4,25.5,47.63,-0.5,0,1.07,1.4,0.65
27/10/2024 06:00,981.3,18.3,0.87,0.27,0.2,0.54,1.9,23,25,23.69,0.19,140.2,25.2,49.45,-0.9,0.3,1.31,8.3,0.48
27/10/2024 07:00,981.4,18.55,1.66,0.48,0.49,1.62,6,33.1,39.2,15.88,0.56,144.5,30.3,48.63,-0.3,31.9,3.64,20.5,0.31
27/10/2024 08:00,981.7,20.52,2.8,0.59,1.44,4.77,10.3,36.1,46.4,15.78,1.6,119.9,23.8,44.49,1.6,119.2,6.4,45,0.55
27/10/2024 09:00,981.9,22.39,2.4,0.48,1.52,4.92,12.9,32.6,45.5,17.08,1.59,94.9,28,41.62,1.4,175.8,5.37,62,0.56
27/10/2024 10:00,981.8,24.47,2.21,0.33,0.75,2.5,12.5,28.3,40.8,19.66,0.89,86.9,26.5,38.4,1.8,427.3,5.61,66.9,0.85
27/10/2024 11:00,981.2,26.08,1.86,0.28,1.12,3.4,9.7,24.5,34.2,24.68,1.19,82.8,30.8,34.94,1.9,641.3,5.64,71.7,0.86
27/10/2024 12:00,980.5,27.72,1.53,0.23,1.36,3.88,5.8,18.1,23.9,32.56,1.34,67.8,22.2,31.98,1.6,776,5.7,52.9,0.89
27/10/2024 13:00,979.6,28.93,1.23,0.29,0.87,2.34,5.6,17.2,22.7,35.86,0.85,73.1,16.5,30.29,0.7,693.4,3.94,84,0.88
27/10/2024 14:00,979.1,29.39,1.36,0.25,1.07,2.93,3.6,12.9,16.5,40.64,1.08,76.2,20.6,29.82,-0.5,705.4,5.07,93.8,0.87
27/10/2024 15:00,978.8,29.71,0.96,0.37,0.63,1.7,3.1,12.9,15.9,38.41,0.63,59.7,14.4,28.97,-0.8,496.3,3.25,101.9,0.76
27/10/2024 16:00,978.7,29.91,1.04,0.4,0.8,2.2,3,14.2,17.2,35.37,0.78,60,11.3,28.04,-0.7,340.4,3.58,99.1,0.71
27/10/2024 17:00,978.9,28.93,1.66,0.47,1.35,3.89,3,22.9,25.9,25.15,1.38,38.7,17.7,29.55,-0.9,66,6.43,83,0.81
27/10/2024 18:00,979.1,28.23,1.96,0.51,1.45,4.43,2.9,29,31.8,19.59,1.53,63.2,19.9,30.42,-0.5,2,6.03,73.1,0.86
27/10/2024 19:00,979.5,27.3,2.26,0.48,1.09,3.52,3.7,24.8,28.5,20.78,1.23,55.7,15,33.17,-0.2,0,6.16,64.8,1.4
27/10/2024 20:00,980.1,25.95,1.99,0.43,0.7,2.43,4.7,21.3,26,19.94,0.8,60.5,17,36.69,0.6,0,5.32,52.9,1.58
27/10/2024 21:00,980.5,24.68,1.58,0.27,0.49,1.69,3.4,15.7,19.1,23.83,0.58,71.1,12.6,40.26,0.8,0,3.98,55.4,1.57
27/10/2024 22:00,980.5,23.65,1.28,0.24,0.33,1.11,2.5,15.4,17.9,25.98,0.42,51.9,10.1,42.51,1,0,3.07,55.2,1.29
27/10/2024 23:00,980.4,22.86,1.35,0.29,0.46,1.5,2.6,18.4,21,25.68,0.53,52.6,7.3,43.23,0.8,0,3.48,58.7,0.98
27/10/2024 24:00,980.2,22.29,1.64,0.25,0.45,1.46,1.4,20.1,21.5,28.71,0.52,47.8,6,40.63,1.1,0,3.9,65.1,0.81
28/10/2024 01:00,980.1,21.72,1.34,0.28,0.53,1.44,0.9,19.7,20.7,33.2,0.5,50.3,4.6,38.65,1,0,3.01,89.1,0.8
28/10/2024 02:00,979.8,21.24,1.06,0.24,0.79,2.17,0.5,18.5,19,34.78,0.77,27.1,12.2,38.84,1.3,0,3.38,84.7,0.57
28/10/2024 03:00,979.5,20.77,1.39,0.26,1.42,3.56,0.6,25.7,26.4,28.34,1.23,55,10.8,39.62,-0.1,0,3.85,89.6,0.48
28/10/2024 04:00,979.4,20.52,0.85,0.36,0.77,2.4,0.4,20.5,20.9,35.57,0.79,58.4,7.6,39.49,-0.5,0,3.48,88.4,0.4
28/10/2024 05:00,979.5,19.81,1.35,0.38,4.58,4.3,1.6,40.6,42.1,18.91,1.58,50.5,13.2,41.54,-0.2,0,3.46,73.2,0.28
